Task A2: Lowest Temperature for Ghana for the Year of 2007
Temperature, Year, Month, Country, Country_Code
25.59(C) 78.07(F), 2007, Aug, Ghana, GHA 
Task A2: Highest Temperature for Ghana for the Year of 2007
Temperature, Year, Month, Country, Country_Code
30.37(C) 86.66(F), 2007, Mar, Ghana, GHA 
